Id,Text,BeginTime,EndTime,Confidence,SpeakerConfidence,Admiration,Adoration,Aesthetic Appreciation,Amusement,Anger,Anxiety,Awe,Awkwardness,Boredom,Calmness,Concentration,Contemplation,Confusion,Contempt,Contentment,Craving,Determination,Disappointment,Disgust,Distress,Doubt,Ecstasy,Embarrassment,Empathic Pain,Entrancement,Envy,Excitement,Fear,Guilt,Horror,Interest,Joy,Love,Nostalgia,Pain,Pride,Realization,Relief,Romance,Sadness,Satisfaction,Desire,Shame,Surprise (negative),Surprise (positive),Sympathy,Tiredness,Triumph
spk_0,Since I...,3.1100399999999997,3.90884,,,0.01847171038389206,0.017228802666068077,0.014879653230309486,0.0689234584569931,0.05651943385601044,0.054738301783800125,0.028581174090504646,0.04791373386979103,0.05337434634566307,0.0860256627202034,0.030332257971167564,0.02098296768963337,0.07063290476799011,0.028410863131284714,0.0335443839430809,0.011072022840380669,0.08057287335395813,0.06581618636846542,0.026335738599300385,0.0586363859474659,0.051418736577034,0.018163450062274933,0.021810604259371758,0.024931160733103752,0.01926054246723652,0.014993312768638134,0.08737228810787201,0.04709653556346893,0.021413037553429604,0.02505345642566681,0.07694768905639648,0.058174699544906616,0.01991896890103817,0.01352008804678917,0.04196430370211601,0.02690938487648964,0.09899475425481796,0.04701172187924385,0.015790550038218498,0.07881492376327515,0.056257858872413635,0.02040860801935196,0.022367365658283234,0.05741698667407036,0.07144831120967865,0.014419635757803917,0.04071491211652756,0.027089450508356094
spk_0,"Tell me, is it possible to create a new virtual address space by using the phone system call?",3.7481199999999997,8.614680499999999,,,0.014770646579563618,0.011936310678720474,0.013102916069328785,0.04367244243621826,0.09567803144454956,0.07416288554668427,0.02043267898261547,0.04803774133324623,0.047693729400634766,0.16860784590244293,0.16103605926036835,0.03696812316775322,0.05153881758451462,0.03582587465643883,0.030463706701993942,0.012137006968259811,0.19596533477306366,0.07258101552724838,0.03007282130420208,0.07458003610372543,0.04723777994513512,0.012266440317034721,0.023831142112612724,0.023836787790060043,0.017117198556661606,0.015284601598978043,0.05740838497877121,0.060118667781353,0.030983084812760353,0.02478640154004097,0.1335933655500412,0.03153335675597191,0.014696032740175724,0.007797357626259327,0.047540269792079926,0.051129069179296494,0.06590834259986877,0.03701110556721687,0.013127917423844337,0.07853667438030243,0.04426982253789902,0.019200503826141357,0.02750040590763092,0.04547404125332832,0.03188914805650711,0.014501627534627914,0.0408383347094059,0.020671749487519264
spk_0,"If yes, then how?",8.613480000000001,9.9706,,,0.015000720508396626,0.014402887783944607,0.013537059538066387,0.04210997372865677,0.0770549401640892,0.05210099741816521,0.02227509208023548,0.03654344752430916,0.051616787910461426,0.11911500990390778,0.054307855665683746,0.021709980443120003,0.05286025255918503,0.050297535955905914,0.028564641252160072,0.01165191363543272,0.1280764490365982,0.08307857811450958,0.03395679593086243,0.06422166526317596,0.048760440200567245,0.013032427057623863,0.020263873040676117,0.03384849429130554,0.018023669719696045,0.01857343688607216,0.05063217878341675,0.04502023756504059,0.02310156635940075,0.024754827842116356,0.07088178396224976,0.03600440174341202,0.017277797684073448,0.009447712451219559,0.04776834324002266,0.02162446826696396,0.09981516003608704,0.0424296036362648,0.014719869010150433,0.09581296145915985,0.04200049489736557,0.02108152210712433,0.026328859850764275,0.05333392322063446,0.03233340382575989,0.03299538418650627,0.04376629367470741,0.021672464907169342
spk_1,Let me remember for a second.,10.860989,13.253563999999999,,,0.01597532071173191,0.019108012318611145,0.013706694357097149,0.05337699130177498,0.059757888317108154,0.05105767771601677,0.022525951266288757,0.07057074457406998,0.09670375287532806,0.1153998076915741,0.03866961970925331,0.05139476805925369,0.06296930462121964,0.03032248467206955,0.030398337170481682,0.018467839807271957,0.07659789174795151,0.07541831582784653,0.028655285015702248,0.06231508404016495,0.05979897826910019,0.01546570099890232,0.02054068073630333,0.027937907725572586,0.024118002504110336,0.01733759418129921,0.05376255139708519,0.04554862901568413,0.02333509922027588,0.024060992524027824,0.09960483759641647,0.04381851106882095,0.025264611467719078,0.09080014377832413,0.04874262586236,0.019802581518888474,0.06975720077753067,0.0425012931227684,0.029841972514986992,0.08931846171617508,0.04526899382472038,0.02925916761159897,0.024135246872901917,0.04988393932580948,0.03388816490769386,0.01800408773124218,0.061059627681970596,0.01997576840221882
spk_1,I think we talked about this in one of my classes called...,13.252079,17.15901,,,0.014566118828952312,0.013818125240504742,0.013227948918938637,0.04495912790298462,0.06535347551107407,0.07742947340011597,0.02042178437113762,0.09288354218006134,0.06528681516647339,0.09902815520763397,0.07312637567520142,0.08631561696529388,0.11902444064617157,0.03125368058681488,0.025729313492774963,0.010876788757741451,0.07623028010129929,0.08841317147016525,0.030210813507437706,0.06547679752111435,0.0753786712884903,0.011978546157479286,0.03026122786104679,0.025746386498212814,0.01738939993083477,0.016145721077919006,0.049514152109622955,0.04804293066263199,0.022495189681649208,0.023864924907684326,0.09239818900823593,0.03599186986684799,0.016406236216425896,0.011216016486287117,0.04371476173400879,0.01868225261569023,0.07072532922029495,0.036353401839733124,0.014107907190918922,0.08758125454187393,0.038029372692108154,0.02043059840798378,0.024719415232539177,0.050000764429569244,0.03422036021947861,0.013039007782936096,0.04194048419594765,0.018382713198661804
spk_1,Fifteen to thirteen.,18.207545,19.24318,,,0.023577813059091568,0.016986891627311707,0.014613312669098377,0.04539646580815315,0.05783100053668022,0.047737158834934235,0.0230957493185997,0.036813121289014816,0.07551877945661545,0.1494070440530777,0.06848310679197311,0.03433762118220329,0.05224595218896866,0.02958880364894867,0.04728828743100166,0.011696013621985912,0.0845368281006813,0.06925083696842194,0.027086785063147545,0.05857795476913452,0.044249825179576874,0.013592995703220367,0.017945434898138046,0.026244517415761948,0.020268559455871582,0.01484736055135727,0.05351029708981514,0.04383105784654617,0.02161918208003044,0.023084327578544617,0.08292892575263977,0.04508582875132561,0.019875090569257736,0.026903754100203514,0.04310625046491623,0.030139382928609848,0.08085548132658005,0.04109431803226471,0.015073481015861034,0.08132750540971756,0.06181110814213753,0.02169813960790634,0.023379385471343994,0.047966763377189636,0.03920810669660568,0.014643396250903606,0.04459657147526741,0.02258806861937046
spk_1,Okay.,19.081544,19.561,0.99853516,0.89673126,0.015431639738380909,0.013906228356063366,0.014291520230472088,0.0509037971496582,0.05993340536952019,0.051971081644296646,0.02255948819220066,0.0607193261384964,0.05685541406273842,0.09099176526069641,0.04128973186016083,0.020675869658589363,0.07010781019926071,0.030357614159584045,0.03320416435599327,0.011385667137801647,0.09423897415399551,0.06908821314573288,0.02837951108813286,0.0624396875500679,0.05535726621747017,0.013714789412915707,0.0228524561971426,0.02601483091711998,0.018738161772489548,0.01480686292052269,0.06323321908712387,0.04490220174193382,0.021581394597887993,0.022760098800063133,0.08195284754037857,0.038689639419317245,0.0171197559684515,0.010749454610049725,0.04334830120205879,0.020253412425518036,0.07606051117181778,0.04581816866993904,0.01501438394188881,0.08140815049409866,0.046924345195293427,0.021169550716876984,0.02339002676308155,0.0532987117767334,0.041593875735998154,0.014627059921622276,0.04493772238492966,0.021942071616649628
spk_1,"So I think that if you call for in as a system call, then you're creating a child process and child processes, share the same physical memory as their parent, I think, but they have, like, a new virtual address space because I'm pretty sure every process like, has its own virtual memory.",19.399363,41.67804,,,0.08686772733926773,0.046143632382154465,0.03858282044529915,0.06864151358604431,0.01432336401194334,0.012528355233371258,0.0342528410255909,0.062199659645557404,0.08322213590145111,0.29146599769592285,0.49099981784820557,0.37528789043426514,0.04171927645802498,0.03424453362822533,0.06539449840784073,0.0090495515614748,0.18137037754058838,0.022795453667640686,0.01671285182237625,0.009810341522097588,0.04001673310995102,0.007994798943400383,0.011712927371263504,0.014811679720878601,0.021058162674307823,0.0174102820456028,0.042759619653224945,0.00418502651154995,0.005482587497681379,0.003302131313830614,0.33311012387275696,0.044186729937791824,0.011854351498186588,0.03444287180900574,0.0023547220043838024,0.09271316975355148,0.10808157920837402,0.014334331266582012,0.004275997169315815,0.013472966849803925,0.05986349657177925,0.003056130139157176,0.0072237164713442326,0.013244505040347576,0.04137010872364044,0.05517134442925453,0.008660308085381985,0.017587175592780113
spk_1,"I think that it's like, the whole thing for, like, processes to have, like, private address basis.",41.91612,48.965,,,0.021038154140114784,0.014788166619837284,0.016301224008202553,0.038877952843904495,0.047571636736392975,0.0465216338634491,0.021137630566954613,0.04703029617667198,0.04751697555184364,0.12284832447767258,0.17308355867862701,0.1758146435022354,0.0575796402990818,0.03643536940217018,0.034330762922763824,0.01174427941441536,0.11130508780479431,0.0739501491189003,0.031332071870565414,0.05796738713979721,0.07562599331140518,0.01101587899029255,0.025441020727157593,0.027244236320257187,0.018252694979310036,0.014001032337546349,0.04605048522353172,0.049760304391384125,0.022425629198551178,0.024897929280996323,0.08835368603467941,0.03195697069168091,0.014435452409088612,0.011415724642574787,0.03905707597732544,0.06824887543916702,0.09684935212135315,0.029812341555953026,0.01272049080580473,0.07420741766691208,0.04585814103484154,0.018093369901180267,0.026323264464735985,0.045172084122896194,0.026352038607001305,0.016569893807172775,0.03458383306860924,0.02441421151161194
spk_1,"So, yeah, I think the answer is yes.",49.290935999999995,51.61094,,,0.029824182391166687,0.018259592354297638,0.01690555363893509,0.0695488378405571,0.059982191771268845,0.050456322729587555,0.023769710212945938,0.056004080921411514,0.05280107632279396,0.12093863636255264,0.058305539190769196,0.04969065636396408,0.053832247853279114,0.03147745132446289,0.056785326451063156,0.012318138033151627,0.10575465857982635,0.06990564614534378,0.02793365903198719,0.06062506139278412,0.0552058182656765,0.016275346279144287,0.02153722010552883,0.027593964710831642,0.020171424373984337,0.016497233882546425,0.07565030455589294,0.04605753347277641,0.023229552432894707,0.024433258920907974,0.14495320618152618,0.05768740549683571,0.019933709874749184,0.013209684751927853,0.045060500502586365,0.037385910749435425,0.0822533592581749,0.05137750878930092,0.01676120050251484,0.08307812362909317,0.09483737498521805,0.02236565761268139,0.024602407589554787,0.04935223236680031,0.038298461586236954,0.017221296206116676,0.04210854321718216,0.04265855997800827
