Id,Text,BeginPosition,EndPosition,BeginTime,EndTime,Confidence,SpeakerConfidence,Admiration,Adoration,Aesthetic Appreciation,Amusement,Anger,Annoyance,Anxiety,Awe,Awkwardness,Boredom,Calmness,Concentration,Confusion,Contemplation,Contempt,Contentment,Craving,Determination,Disappointment,Disapproval,Disgust,Distress,Doubt,Ecstasy,Embarrassment,Empathic Pain,Enthusiasm,Entrancement,Envy,Excitement,Fear,Gratitude,Guilt,Horror,Interest,Joy,Love,Nostalgia,Pain,Pride,Realization,Relief,Romance,Sadness,Sarcasm,Satisfaction,Desire,Shame,Surprise (negative),Surprise (positive),Sympathy,Tiredness,Triumph,1,2,3,4,5,6,7,8,9,toxic,severe_toxic,obscene,threat,insult,identity_hate
unknown,Since I...,0,10,3.31004,3.70884,,,0.0023196127731353045,0.0013051927089691162,0.0038593574427068233,0.006442768033593893,0.003421241184696555,0.03553546220064163,0.017862629145383835,0.004174691159278154,0.02611222118139267,0.05582771822810173,0.08695657551288605,0.0445663221180439,0.23644883930683136,0.37687915563583374,0.01738874800503254,0.010695775970816612,0.008806685917079449,0.008509145118296146,0.026277611032128334,0.010710434056818485,0.002201662864536047,0.015283610671758652,0.08652178198099136,0.0006764937425032258,0.004248873796314001,0.005754822865128517,0.0042819431982934475,0.011785573326051235,0.0023989055771380663,0.0023597783874720335,0.005482034757733345,0.005756800528615713,0.004335991572588682,0.0011356944451108575,0.06262234598398209,0.0018737968057394028,0.0016520887147635221,0.21109475195407867,0.009004846215248108,0.0019194091437384486,0.0856093242764473,0.010210276581346989,0.0030557685531675816,0.029193446040153503,0.025514595210552216,0.006962520070374012,0.002212455263361335,0.00847737304866314,0.02195597253739834,0.00859834998846054,0.004855086095631123,0.06813360005617142,0.003873943816870451,0.017764350399374962,0.02547992765903473,0.033990487456321716,0.07634777575731277,0.824765145778656,0.005267379339784384,0.0020157508552074432,0.0015773995546624064,0.0018346754368394613,,,,,,
unknown,"Tell me, is it possible to create a new virtual address space by using the phone system call?",11,104,3.94812,8.4146805,,,0.01268048770725727,0.006254582665860653,0.021516714245080948,0.036627329885959625,0.0013121478259563446,0.01740962453186512,0.018774008378386497,0.012017978355288506,0.012048556469380856,0.03753330186009407,0.05913952738046646,0.1607702523469925,0.041948411613702774,0.20734980702400208,0.013129650615155697,0.02504654787480831,0.10786215960979462,0.3457048237323761,0.00382037041708827,0.002247699536383152,0.0005362714873626828,0.006362160202115774,0.03658401593565941,0.008921129629015923,0.000886168098077178,0.0015646998072043061,0.4002143144607544,0.040092188864946365,0.008916827850043774,0.2044752836227417,0.0037657329812645912,0.009672428481280804,0.0007453052094206214,0.00019389091175980866,0.46730130910873413,0.026209238916635513,0.0024821150582283735,0.002192740561440587,0.0013415246503427625,0.0162950549274683,0.01687620021402836,0.0019153559114784002,0.0023842197842895985,0.001641392125748098,0.03136811405420303,0.0332687571644783,0.004217918496578932,0.001034045359119773,0.0024378264788538218,0.0158550925552845,0.0014701512409374118,0.018217632547020912,0.018358390778303146,0.00855480320751667,0.010320371948182583,0.013123434036970139,0.04382448270916939,0.5951451659202576,0.15971621870994568,0.05773530900478363,0.04465315490961075,0.032069187611341476,,,,,,
unknown,"If yes, then how?",105,122,8.81348,9.7706,,,0.008808579295873642,0.004853381775319576,0.01697723940014839,0.04669582098722458,0.0017151663778349757,0.015547138638794422,0.017686670646071434,0.009461735375225544,0.017884759232401848,0.026962237432599068,0.06196875125169754,0.21719105541706085,0.10188934206962585,0.20643238723278046,0.016691047698259354,0.023223774507641792,0.07201185822486877,0.321922242641449,0.001997249899432063,0.002647759858518839,0.0008312984718941152,0.005897022318094969,0.053527601063251495,0.008352302946150303,0.0011693284614011645,0.001333724707365036,0.35434845089912415,0.03896487504243851,0.003965003881603479,0.17025668919086456,0.0051903631538152695,0.010584849864244461,0.0008241187315434217,0.0003676187770906836,0.5582242012023926,0.023409690707921982,0.002452487824484706,0.0021192929707467556,0.0009261654922738671,0.01629449613392353,0.011273164302110672,0.0014134381199255586,0.002202366478741169,0.000755766115617007,0.042819567024707794,0.02948717586696148,0.0040258727967739105,0.0009729005978442729,0.003223296720534563,0.01900530233979225,0.001308367121964693,0.010193787515163422,0.01825205609202385,0.0042423284612596035,0.005738155450671911,0.008506008423864841,0.03648878633975983,0.6313595771789551,0.1626521199941635,0.05293058604001999,0.040098994970321655,0.028682788833975792,,,,,,
unknown,Let me remember for a second.,123,152,11.060989,13.053564,,,0.0057155052199959755,0.003117671236395836,0.013631043955683708,0.04882075637578964,0.0016642073169350624,0.018106283619999886,0.0233843345195055,0.006487132050096989,0.018161896616220474,0.028420446440577507,0.061308883130550385,0.31773027777671814,0.0902530625462532,0.2147064507007599,0.01654084399342537,0.025340110063552856,0.04848630726337433,0.4048536717891693,0.0019980543293058872,0.002524074399843812,0.0007561630918644369,0.007035720162093639,0.05405949056148529,0.006421555299311876,0.0015330087626352906,0.0011708064703270793,0.40521082282066345,0.028330547735095024,0.002220758469775319,0.1934996098279953,0.005805723834782839,0.011883186176419258,0.0011988426558673382,0.0003645401739049703,0.5044761896133423,0.02305454947054386,0.001622527139261365,0.003227153094485402,0.0008251087856478989,0.020480362698435783,0.01517514418810606,0.001846362603828311,0.0010232903296127915,0.0007154694176279008,0.03676789999008179,0.032245323061943054,0.0014505765866488218,0.0010944856330752373,0.0031466763466596603,0.018215779215097427,0.0011087763123214245,0.0111486641690135,0.024023253470659256,0.0037604316603392363,0.005412846803665161,0.008203848265111446,0.037236616015434265,0.6380323171615601,0.16241012513637543,0.05134362727403641,0.03787042573094368,0.027429312467575073,,,,,,
unknown,I think we talked about this in one of my classes called...,153,212,13.452079,16.95901,,,0.009389485232532024,0.003800703212618828,0.019450977444648743,0.03980164974927902,0.0012539729941636324,0.01463512983173132,0.01506465021520853,0.009564834646880627,0.0095319589599967,0.027295192703604698,0.06228845939040184,0.47672781348228455,0.05885809287428856,0.2480030506849289,0.013636249117553234,0.026093952357769012,0.03688616678118706,0.4449416697025299,0.0021468026097863913,0.0024729836732149124,0.0006957206642255187,0.005076619330793619,0.03021492250263691,0.006161083001643419,0.0009832059731706977,0.0011687595397233963,0.461923211812973,0.03307051956653595,0.0021995659917593002,0.22964254021644592,0.0040420228615403175,0.005438554100692272,0.0006782797281630337,0.0003706177230924368,0.5986586213111877,0.01916423626244068,0.0012932972749695182,0.008561136201024055,0.0008002928807400167,0.03159719705581665,0.021832795813679695,0.0015919416910037398,0.0007596099749207497,0.0006689239526167512,0.014028443023562431,0.0448966808617115,0.001372140017338097,0.0008474512142129242,0.0032284543849527836,0.01954510621726513,0.0009601127239875495,0.008500861935317516,0.03520868346095085,0.0016424692003056407,0.00252209953032434,0.003586758626624942,0.014741302467882633,0.7634203433990479,0.10824707895517349,0.03618030250072479,0.030117003247141838,0.029062317684292793,,,,,,
unknown,Fifteen to thirteen.,213,233,18.407545,19.04318,,,0.007118164096027613,0.0029883638489991426,0.019742360338568687,0.04345273599028587,0.001852379646152258,0.021029885858297348,0.01249220035970211,0.00933823548257351,0.011309347115457058,0.034320730715990067,0.06964856386184692,0.5997114181518555,0.06513775885105133,0.24499239027500153,0.01606648601591587,0.023456336930394173,0.01387642603367567,0.32044070959091187,0.0026582060381770134,0.004096562508493662,0.001185682718642056,0.005044922232627869,0.02136283740401268,0.005137390457093716,0.0016499850898981094,0.0009671663865447044,0.40060093998908997,0.029979605227708817,0.0014148169429972768,0.23655769228935242,0.003563476726412773,0.003502950072288513,0.0008298938046209514,0.0006531290127895772,0.525378942489624,0.01834883540868759,0.0008104105945676565,0.038739558309316635,0.0006811667699366808,0.03995749354362488,0.03779862821102142,0.0019500567577779293,0.0005352514563128352,0.0006042665336281061,0.011215644888579845,0.04566548392176628,0.0009661925141699612,0.0012274460168555379,0.005145896226167679,0.02472657524049282,0.0006674503674730659,0.008240369148552418,0.04874856770038605,0.002320181578397751,0.0038078641518950462,0.004940269980579615,0.01614563725888729,0.682041585445404,0.1353590339422226,0.06057583913207054,0.04656033590435982,0.036995794624090195,,,,,,
unknown,Okay.,234,239,19.281544,19.361,0.99853516,0.89673126,0.006402214523404837,0.002333537908270955,0.01842036470770836,0.02975354716181755,0.0014016488566994667,0.017699280753731728,0.015533968806266785,0.011501562781631947,0.010879656299948692,0.031209709122776985,0.07899194955825806,0.5967296957969666,0.08157769590616226,0.24689632654190063,0.012092378921806812,0.027325041592121124,0.007986960001289845,0.19720882177352905,0.004341696389019489,0.004354146774858236,0.001311665284447372,0.005529976915568113,0.026951510459184647,0.006028421688824892,0.001968184718862176,0.0006607929826714098,0.30824360251426697,0.02956557832658291,0.0009310996392741799,0.26964884996414185,0.005511300638318062,0.002656803699210286,0.0007927831029519439,0.0010242554126307368,0.4834240674972534,0.015890860930085182,0.000515560619533062,0.055521246045827866,0.000618065008893609,0.03542585298418999,0.0649222731590271,0.0039987401105463505,0.0004461087519302964,0.0006849975907243788,0.005283052567392588,0.06127161905169487,0.001000989694148302,0.0014850087463855743,0.0111330421641469,0.04684806615114212,0.00042674184078350663,0.007043336518108845,0.061889342963695526,0.0019472666317597032,0.0031627691350877285,0.0036867596209049225,0.011194739490747452,0.7085880041122437,0.11985629796981812,0.05367284640669823,0.04503585025668144,0.04141470044851303,,,,,,
unknown,"So I think that if you call for in as a system call, then you're creating a child process and child processes, share the same physical memory as their parent, I think, but they have, like, a new virtual address space because I'm pretty sure every process like, has its own virtual memory.",240,528,19.599363,41.47804,,,0.10248714685440063,0.014926185831427574,0.0450703464448452,0.01996788941323757,0.0006174485897645354,0.018001580610871315,0.0028465513605624437,0.04244403913617134,0.004908550996333361,0.004848320037126541,0.08122608810663223,0.1611333042383194,0.024122359231114388,0.7093316912651062,0.02990243397653103,0.01514598447829485,0.000447346072178334,0.037968989461660385,0.012299565598368645,0.04117080941796303,0.001963776769116521,0.003591740969568491,0.03135760501027107,0.0003586435050237924,0.0013751889346167445,0.11811485886573792,0.04163958504796028,0.024534357711672783,0.0031472924165427685,0.003660329384729266,0.001082614529877901,0.00599195109680295,0.0009089001687243581,0.0004194300854578614,0.35867881774902344,0.003559545148164034,0.007499530911445618,0.020968720316886902,0.0027239390183240175,0.01219883468002081,0.3906191885471344,0.002368252957239747,0.0011451687896624207,0.004815367981791496,0.015922049060463905,0.02397332340478897,0.0003583692596293986,0.0022566604893654585,0.008598990738391876,0.01205648947507143,0.15421420335769653,0.005863839294761419,0.006011473014950752,0.003467316273599863,0.016747066751122475,0.04103405773639679,0.11858320236206055,0.7059412598609924,0.04876266047358513,0.032058242708444595,0.013042586855590343,0.005382879637181759,,,,,,
unknown,"I think that it's like, the whole thing for, like, processes to have, like, private address basis.",529,627,42.11612,48.765,,,0.22392638027668,0.02702840231359005,0.1069253534078598,0.010657742619514465,0.0022613052278757095,0.06851382553577423,0.0025593393947929144,0.07313888520002365,0.001923475880175829,0.009920146316289902,0.05747479572892189,0.08580677956342697,0.007320508360862732,0.37824389338493347,0.04822705313563347,0.024313777685165405,0.0015617680037394166,0.02409684844315052,0.028153404593467712,0.09672120958566666,0.004709359724074602,0.003638324560597539,0.01324437279254198,0.0006882690358906984,0.00047968910075724125,0.006490744184702635,0.09957092255353928,0.03328823298215866,0.00866430252790451,0.01797948218882084,0.00105155142955482,0.011796421371400356,0.0002090752823278308,0.00035168309113942087,0.30542150139808655,0.005585095379501581,0.0032022837549448013,0.006343263201415539,0.000701438169926405,0.010788998566567898,0.3867899775505066,0.002317827194929123,0.0005244020721875131,0.0022448559757322073,0.02201228216290474,0.06280548870563507,0.0004779539303854108,0.0010729235364124179,0.011141464114189148,0.022294681519269943,0.007789445575326681,0.0054282513447105885,0.0070432694628834724,0.0016366326017305255,0.0032743578776717186,0.00464632036164403,0.011167527176439762,0.2775566577911377,0.20862287282943726,0.2098386287689209,0.1737448275089264,0.0982014387845993,,,,,,
unknown,"So, yeah, I think the answer is yes.",628,664,49.490936,51.41094,,,0.0241661686450243,0.003202286781743169,0.02694331668317318,0.01219937950372696,0.0012501869350671768,0.05713457614183426,0.0018896199762821198,0.013894771225750446,0.0041531966999173164,0.023643704131245613,0.11140912771224976,0.17423921823501587,0.02846503257751465,0.574627697467804,0.03432813286781311,0.02875949814915657,0.0014253929257392883,0.04013847932219505,0.019039470702409744,0.035681743174791336,0.0019048282410949469,0.002261263784021139,0.026883037760853767,0.0004318023566156626,0.0005589845823124051,0.007914434187114239,0.054137084633111954,0.014811757951974869,0.002728333929553628,0.007937200367450714,0.00040529490797780454,0.004927404690533876,0.0003804620064329356,0.00013434022548608482,0.34214988350868225,0.0030098094139248133,0.0010913594160228968,0.004921861924231052,0.0008997643017210066,0.007577245123684406,0.49484503269195557,0.00363210029900074,0.0003517862060107291,0.0015745029086247087,0.029471876099705696,0.05926177278161049,0.0002827556454576552,0.0009518319857306778,0.012755452655255795,0.022040830925107002,0.008932431228458881,0.008854459039866924,0.008691963739693165,0.0037221931852400303,0.013437967747449875,0.019656339660286903,0.03677988052368164,0.3890697956085205,0.15589551627635956,0.17612145841121674,0.12169493734836578,0.04648345708847046,,,,,,
