Id,Text,BeginTime,EndTime,Confidence,SpeakerConfidence,Admiration,Adoration,Aesthetic Appreciation,Amusement,Anger,Anxiety,Awe,Awkwardness,Boredom,Calmness,Concentration,Contemplation,Confusion,Contempt,Contentment,Craving,Determination,Disappointment,Disgust,Distress,Doubt,Ecstasy,Embarrassment,Empathic Pain,Entrancement,Envy,Excitement,Fear,Guilt,Horror,Interest,Joy,Love,Nostalgia,Pain,Pride,Realization,Relief,Romance,Sadness,Satisfaction,Desire,Shame,Surprise (negative),Surprise (positive),Sympathy,Tiredness,Triumph
spk_0,"Hi, Nun.",3.0328947,4.0714912,,,0.02337345853447914,0.022956570610404015,0.0176899041980505,0.07781746238470078,0.06446870416402817,0.05270000919699669,0.030634352937340736,0.05589939281344414,0.05886472761631012,0.09522249549627304,0.030559634789824486,0.020532047376036644,0.07642737030982971,0.03182586282491684,0.039389438927173615,0.012344349175691605,0.07571568340063095,0.07194603979587555,0.02794298715889454,0.06303174793720245,0.05517779663205147,0.018580980598926544,0.020223140716552734,0.02697264775633812,0.022056734189391136,0.023912981152534485,0.08292139321565628,0.044733062386512756,0.021303851157426834,0.024310044944286346,0.09985466301441193,0.07511523365974426,0.029150566086173058,0.023747852072119713,0.04630271717905998,0.02983461134135723,0.06326275318861008,0.042907387018203735,0.020812902599573135,0.08387913554906845,0.049407534301280975,0.02418462000787258,0.023387357592582703,0.055112361907958984,0.045789413154125214,0.014422512613236904,0.04455721005797386,0.029206380248069763
spk_0,How are you doing today?,3.910965,5.1890350000000005,,,0.027983078733086586,0.0249555055052042,0.018885212019085884,0.06667516380548477,0.06071082502603531,0.052619874477386475,0.03307519480586052,0.04519643262028694,0.06866208463907242,0.1107311099767685,0.030800141394138336,0.0348796620965004,0.1259157359600067,0.03216945752501488,0.03246026486158371,0.011062062345445156,0.07090126723051071,0.0837729200720787,0.029915794730186462,0.060679856687784195,0.04986952990293503,0.016346104443073273,0.020712554454803467,0.03137390688061714,0.02265968918800354,0.01787753775715828,0.06217954680323601,0.04416053742170334,0.020592689514160156,0.02429293654859066,0.1691707968711853,0.05179161950945854,0.026075562462210655,0.014427068643271923,0.04569403827190399,0.022029833868145943,0.07823090255260468,0.03514915332198143,0.020009150728583336,0.08636987954378128,0.0421772375702858,0.023249750956892967,0.02352643758058548,0.07014791667461395,0.07411955296993256,0.021324550732970238,0.048789847642183304,0.018328551203012466
spk_1,I'm good.,5.188158,5.907456,,,0.0361294262111187,0.030010968446731567,0.030182525515556335,0.07323174178600311,0.059215519577264786,0.047815464437007904,0.037993937730789185,0.049514707177877426,0.04761681705713272,0.10203001648187637,0.0289931558072567,0.02103239670395851,0.051648326218128204,0.0273080226033926,0.0768415629863739,0.011559268459677696,0.07961972802877426,0.06521501392126083,0.02651369757950306,0.05910932645201683,0.04264950007200241,0.020973067730665207,0.019142428413033485,0.02543148770928383,0.021000085398554802,0.020630646497011185,0.09886515140533447,0.04340595006942749,0.023480085656046867,0.02348172664642334,0.08949282020330429,0.09288294613361359,0.028778191655874252,0.009465622715651989,0.04356105625629425,0.053865209221839905,0.0761747807264328,0.07730109989643097,0.015393195673823357,0.07848004996776581,0.08803512156009674,0.02154400572180748,0.023721981793642044,0.04823889583349228,0.07484995573759079,0.013622869737446308,0.0412607342004776,0.04475552216172218
spk_1,How are you?,5.667104999999999,6.5460526,,,0.03639873117208481,0.028235988691449165,0.01780712604522705,0.09490162134170532,0.08187352865934372,0.06550363451242447,0.04134942963719368,0.05749283358454704,0.049192823469638824,0.08520806580781937,0.026378002017736435,0.015006241388618946,0.09390176832675934,0.03294476866722107,0.026466278359293938,0.011339339427649975,0.07416751235723495,0.06877613812685013,0.031217040494084358,0.07728362828493118,0.04799741879105568,0.027952078729867935,0.02270822413265705,0.03273966535925865,0.02979322336614132,0.022687878459692,0.08753256499767303,0.05131879448890686,0.02223016880452633,0.029850751161575317,0.12969699501991272,0.06905567646026611,0.028697650879621506,0.01451872568577528,0.04739009216427803,0.02697843685746193,0.06707939505577087,0.0393352210521698,0.022181879729032516,0.08570492267608643,0.04195772111415863,0.023865919560194016,0.024146251380443573,0.07828991860151291,0.10075373947620392,0.02227051556110382,0.04075399041175842,0.02715630829334259
spk_0,Fine.,6.704824299999999,7.344298,0.93310547,0.5796598,0.02027313970029354,0.016517572104930878,0.0151707474142313,0.06835481524467468,0.0619906485080719,0.048149675130844116,0.023847224190831184,0.04710710793733597,0.0843038558959961,0.1129918247461319,0.0269004013389349,0.014451729133725166,0.04930213838815689,0.03223918378353119,0.04455581679940224,0.011278069578111172,0.07249493151903152,0.06852296739816666,0.02831408753991127,0.06165946647524834,0.04111518710851669,0.014611346647143364,0.018645910546183586,0.02689140848815441,0.018756967037916183,0.016354233026504517,0.061840642243623734,0.0443178229033947,0.02265254594385624,0.023991897702217102,0.07654660195112228,0.052475810050964355,0.019808296114206314,0.009009628556668758,0.04422490671277046,0.018739478662610054,0.060843925923109055,0.051899783313274384,0.014562120661139488,0.08330730348825455,0.0532757043838501,0.020633650943636894,0.023148702457547188,0.048852335661649704,0.038230083882808685,0.014975035563111305,0.049030546098947525,0.020602211356163025
spk_0,Thanks.,7.183771999999999,7.9030700000000005,0.9980469,0.5796598,0.034839384257793427,0.022081580013036728,0.02792549319565296,0.05714257434010506,0.06173338741064072,0.05088380351662636,0.023211585357785225,0.04850113019347191,0.11656781286001205,0.1228225976228714,0.03048805519938469,0.01622692123055458,0.05418112501502037,0.04190267622470856,0.06842231005430222,0.012601872906088829,0.07184536755084991,0.07486135512590408,0.02941008470952511,0.05971425399184227,0.04680527001619339,0.015655256807804108,0.021294010803103447,0.027334924787282944,0.020290512591600418,0.017797544598579407,0.05749709531664848,0.045597054064273834,0.02119869738817215,0.024105466902256012,0.07441772520542145,0.06696796417236328,0.02744726464152336,0.010603019967675209,0.045155249536037445,0.02424921840429306,0.05757279321551323,0.0770566388964653,0.01671532541513443,0.08328144252300262,0.07983013242483139,0.023107698187232018,0.023613814264535904,0.051155027002096176,0.039039433002471924,0.015892507508397102,0.05351312831044197,0.023218372836709023
spk_0,I guess I'll just started with this interview.,8.221491,10.395,,,0.02364802360534668,0.014208771288394928,0.015709664672613144,0.04964268207550049,0.05926700681447983,0.05016373097896576,0.02097502164542675,0.06889394670724869,0.10172025859355927,0.13566096127033234,0.09764467179775238,0.09657715260982513,0.061144281178712845,0.03872455283999443,0.04512228071689606,0.012406418099999428,0.08842696994543076,0.08027981221675873,0.029331501573324203,0.05750612914562225,0.05472379922866821,0.01269494742155075,0.019809534773230553,0.026443498209118843,0.017964428290724754,0.019542671740055084,0.05721190571784973,0.04361629858613014,0.02100440114736557,0.023352865129709244,0.11783204227685928,0.03728784993290901,0.016698837280273438,0.016365692019462585,0.04346362128853798,0.03237881511449814,0.0775865688920021,0.04395970702171326,0.01508244313299656,0.07978954166173935,0.0586434006690979,0.02210812084376812,0.02236293815076351,0.05013548582792282,0.038872912526130676,0.017954187467694283,0.0533033162355423,0.022212332114577293
spk_0,My first question is what is the purpose of a proxy server?,10.555000000000001,13.754999999999999,,,0.01649043895304203,0.014473251067101955,0.015203800983726978,0.04551980644464493,0.06235707551240921,0.05024612694978714,0.021749233826994896,0.0514446496963501,0.05140087008476257,0.13927850127220154,0.13796962797641754,0.09478389471769333,0.10126867890357971,0.04678643122315407,0.03555856645107269,0.014401547610759735,0.10730182379484177,0.0770547166466713,0.03266076743602753,0.06067811697721481,0.08524121344089508,0.012439429759979248,0.018743708729743958,0.025835130363702774,0.0171479694545269,0.016825705766677856,0.05887836590409279,0.042771779000759125,0.021571971476078033,0.023071927949786186,0.22163668274879456,0.035322096198797226,0.0165861826390028,0.009832192212343216,0.043309926986694336,0.032519929111003876,0.06415467709302902,0.03473598137497902,0.014106503687798977,0.07913456112146378,0.042077578604221344,0.020048048347234726,0.022873353213071823,0.04936040937900543,0.034929532557725906,0.018837183713912964,0.04200097173452377,0.02026740461587906
spk_1,"I remember learning about this and my, like, intro computer systems class, which is fifteen to thirteen.",16.249726,23.200713,0.9192038,,0.03375687077641487,0.020807970315217972,0.013685235753655434,0.10487883538007736,0.04271938279271126,0.06511536240577698,0.03042708896100521,0.06105101853609085,0.03440064564347267,0.08311010152101517,0.10596603900194168,0.05377108231186867,0.06566119939088821,0.025793468579649925,0.03032037615776062,0.01081157848238945,0.06276281923055649,0.05749273672699928,0.026326483115553856,0.0845922976732254,0.03834543004631996,0.020928796380758286,0.024900708347558975,0.022388480603694916,0.019534653052687645,0.011222900822758675,0.12186944484710693,0.043110255151987076,0.0203098114579916,0.024003496393561363,0.11685767024755478,0.07347238063812256,0.021647397428750992,0.1276533305644989,0.0389903262257576,0.035447847098112106,0.11187630891799927,0.028330069035291672,0.015012117102742195,0.08053994178771973,0.04800120368599892,0.014538692310452461,0.01977529749274254,0.05621788650751114,0.07952862977981567,0.013300287537276745,0.028674261644482613,0.020529039204120636
spk_1,"We had, like, a lab on it, called Proxy lab, and we...",24.01188,29.349128,,,0.08894413709640503,0.046678896993398666,0.04352983087301254,0.12711556255817413,0.037246447056531906,0.0394301600754261,0.047820691019296646,0.05670284107327461,0.04295261949300766,0.06532476842403412,0.03313085064291954,0.055070508271455765,0.07466629147529602,0.018736504018306732,0.05466120317578316,0.02036299556493759,0.053310930728912354,0.047281526029109955,0.01922479085624218,0.04463769868016243,0.038247689604759216,0.05077454447746277,0.014883965253829956,0.01807231828570366,0.03036031685769558,0.019791271537542343,0.18268226087093353,0.03574217110872269,0.01570359617471695,0.016977893188595772,0.21129558980464935,0.18667487800121307,0.031143421307206154,0.016786212101578712,0.029384490102529526,0.03843573108315468,0.08831778913736343,0.0314449742436409,0.021729422733187675,0.052808720618486404,0.08719305694103241,0.02686290070414543,0.017029276117682457,0.03731872886419296,0.13545891642570496,0.009738585911691189,0.02705705165863037,0.02269025333225727
