Id,Text,BeginPosition,EndPosition,BeginTime,EndTime,Confidence,SpeakerConfidence,Admiration,Adoration,Aesthetic Appreciation,Amusement,Anger,Annoyance,Anxiety,Awe,Awkwardness,Boredom,Calmness,Concentration,Confusion,Contemplation,Contempt,Contentment,Craving,Determination,Disappointment,Disapproval,Disgust,Distress,Doubt,Ecstasy,Embarrassment,Empathic Pain,Enthusiasm,Entrancement,Envy,Excitement,Fear,Gratitude,Guilt,Horror,Interest,Joy,Love,Nostalgia,Pain,Pride,Realization,Relief,Romance,Sadness,Sarcasm,Satisfaction,Desire,Shame,Surprise (negative),Surprise (positive),Sympathy,Tiredness,Triumph,1,2,3,4,5,6,7,8,9,toxic,severe_toxic,obscene,threat,insult,identity_hate
unknown,"Hi, Nun.",0,8,3.2328947,3.8714912,,,0.021000448614358902,0.018783332780003548,0.0301895160228014,0.08431543409824371,0.0007328977808356285,0.0071487464010715485,0.0012918033171445131,0.01985056884586811,0.049899641424417496,0.028979547321796417,0.6059221625328064,0.05222531035542488,0.015242770314216614,0.03529331833124161,0.03567313030362129,0.07335613667964935,0.0007122726528905332,0.008277329616248608,0.001029759063385427,0.009093061089515686,0.0035147680900990963,0.0006060487939976156,0.005104320123791695,0.002847791649401188,0.0032556706573814154,0.0012686545960605145,0.07837582379579544,0.024885619059205055,0.0008420718368142843,0.037930913269519806,0.0009451141231693327,0.015447170473635197,0.0004261107533238828,0.0007139721419662237,0.2987474799156189,0.05506998300552368,0.014840599149465561,0.007750133518129587,9.782338747754693e-05,0.00836514588445425,0.045803945511579514,0.005505722481757402,0.00869569182395935,0.000260946893831715,0.05352812632918358,0.05320277810096741,0.0034401321318000555,0.0016516780015081167,0.009555792436003685,0.07231751084327698,0.0034697751980274916,0.0013284599408507347,0.007978307083249092,0.0008726639207452536,0.000957020849455148,0.0014182323357090354,0.004425341263413429,0.8765613436698914,0.05667262151837349,0.018871868029236794,0.016393886879086494,0.029291236773133278,,,,,,
unknown,How are you doing today?,9,33,4.110965,4.989035,,,0.022031767293810844,0.01757657900452614,0.0395149365067482,0.05073181539773941,0.00038159044925123453,0.0030950659420341253,0.0013755692634731531,0.01207728497684002,0.021241188049316406,0.015347698703408241,0.5429701805114746,0.07245644927024841,0.010669215582311153,0.06710110604763031,0.021955115720629692,0.10474389046430588,0.0017248019576072693,0.01776723377406597,0.000691482680849731,0.0034938871394842863,0.0013706948375329375,0.000497116707265377,0.005550599191337824,0.002725788624957204,0.0012793208006769419,0.0028185725677758455,0.17329980432987213,0.019121510908007622,0.0007593666086904705,0.05273322016000748,0.000639252015389502,0.024127809330821037,0.0005337482434697449,0.00029368113609962165,0.5999548435211182,0.06913495063781738,0.01816757768392563,0.006089244037866592,0.00011030839959857985,0.013089446350932121,0.017330750823020935,0.003266544546931982,0.0044496385380625725,0.0002633530821185559,0.020052999258041382,0.07340220361948013,0.0017354536103084683,0.0009450686047784984,0.0034956519957631826,0.03386461362242699,0.008121353574097157,0.0009719480876810849,0.00735784275457263,0.0006088149966672063,0.000534714781679213,0.000878868973813951,0.002590576419606805,0.3777981698513031,0.2413947582244873,0.13444127142429352,0.0960952565073967,0.10412058979272842,,,,,,
unknown,I'm good.,34,43,5.388158,5.707456,,,0.041029684245586395,0.03168737143278122,0.056362610310316086,0.04047878459095955,0.0002554336388129741,0.0019018853781744838,0.0015424750745296478,0.01458472479134798,0.013179338537156582,0.008201571181416512,0.5710639357566833,0.044325970113277435,0.006086826790124178,0.05247367545962334,0.021148348227143288,0.2761000990867615,0.0017561769345775247,0.015978099778294563,0.0004865420632995665,0.002091269940137863,0.0009401041315868497,0.00041606047307141125,0.003736667800694704,0.006357328966259956,0.0007988215074874461,0.0031529529951512814,0.2380269318819046,0.018596917390823364,0.000685060687828809,0.07511850446462631,0.0005261942278593779,0.061441704630851746,0.0003524203202687204,0.00017625316104386002,0.46843889355659485,0.15411032736301422,0.036590006202459335,0.004594852682203054,0.00012886268086731434,0.024935154244303703,0.012798949144780636,0.012149510905146599,0.0052669234573841095,0.00023252470418810844,0.010865968652069569,0.19833850860595703,0.0020403419621288776,0.0006514991982840002,0.001792294206097722,0.03825269639492035,0.009606569074094296,0.0014376802137121558,0.014845017343759537,0.0006013895617797971,0.0008035436039790511,0.0012626503594219685,0.0031273525673896074,0.08299501985311508,0.2203296422958374,0.30215728282928467,0.2505071759223938,0.16986143589019775,,,,,,
unknown,How are you?,44,56,5.867105,6.3460526,,,0.03481755778193474,0.024184050038456917,0.044370342046022415,0.03018842451274395,0.00026741079636849463,0.0019965998362749815,0.002353781834244728,0.010653839446604252,0.014781891368329525,0.008906494826078415,0.510114312171936,0.061609458178281784,0.007979186251759529,0.07215546816587448,0.017984788864850998,0.2072080671787262,0.002225861418992281,0.02636037766933441,0.0005461448454298079,0.002185949357226491,0.0008328561671078205,0.0005465091671794653,0.006736929528415203,0.004329794552177191,0.0007951377192512155,0.0048371609300374985,0.26207584142684937,0.015521680936217308,0.0007154941558837891,0.07276160269975662,0.0007211000774987042,0.04786635935306549,0.0004585753777064383,0.00016333752137143165,0.6002338528633118,0.10967571288347244,0.03020871803164482,0.0036053056828677654,0.0001511970185674727,0.020656343549489975,0.01128520630300045,0.00889370683580637,0.004432834684848785,0.0002656423894222826,0.008480885066092014,0.1478317826986313,0.001848182757385075,0.0006779874674975872,0.0019050007686018944,0.03199592977762222,0.014177900739014149,0.001425649388693273,0.011414632201194763,0.000643411127384752,0.0007686488679610193,0.0012076487764716148,0.0030567049980163574,0.10876746475696564,0.23849067091941833,0.2776637375354767,0.23052005469799042,0.16828452050685883,,,,,,
unknown,Fine.,57,62,6.9048243,7.144298,0.93310547,0.5796598,0.02273758500814438,0.019129643216729164,0.0451086163520813,0.03377687931060791,0.0003750331234186888,0.004442857578396797,0.0022901438642293215,0.00759422592818737,0.016970181837677956,0.01633916050195694,0.706760823726654,0.05961894616484642,0.00661885691806674,0.0656421035528183,0.02527782879769802,0.26928094029426575,0.0020332387648522854,0.02701478824019432,0.0009044776088558137,0.0034001118037849665,0.0009977826848626137,0.0006003647577017546,0.005566781386733055,0.0032984684221446514,0.0007316682604141533,0.004396569449454546,0.23657424747943878,0.012676035985350609,0.0007099276408553123,0.05751356855034828,0.00055985915241763,0.05105951055884361,0.00042820413364097476,0.0001262733421754092,0.5018683075904846,0.10113553702831268,0.02707356959581375,0.0030882565770298243,0.0001856730377767235,0.01884453184902668,0.009816255420446396,0.010626761242747307,0.00424552708864212,0.0003555279108695686,0.018842944875359535,0.16036435961723328,0.0016767738852649927,0.0006379242986440659,0.0019246668089181185,0.0217263326048851,0.012972833588719368,0.003087757620960474,0.01007620245218277,0.008885251358151436,0.022138452157378197,0.023413559421896935,0.02948758751153946,0.13589119911193848,0.20365090668201447,0.24814702570438385,0.18413406610488892,0.06723645329475403,,,,,,
unknown,Thanks.,63,70,7.383772,7.70307,0.9980469,0.5796598,0.030348824337124825,0.022502075880765915,0.058862898498773575,0.026530610397458076,0.0003104647621512413,0.0037169791758060455,0.002124285325407982,0.009220401756465435,0.013682299293577671,0.014659871347248554,0.6424860954284668,0.0626893863081932,0.006499516312032938,0.0721072405576706,0.02211550809442997,0.275272011756897,0.002968433778733015,0.025002365931868553,0.0008801788790151477,0.0026223273016512394,0.0008321853238157928,0.0005506087909452617,0.005024887155741453,0.0035580992698669434,0.0005995265091769397,0.0031207266729325056,0.2556132376194,0.014734068885445595,0.0006744517595507205,0.07067098468542099,0.0005433597252704203,0.10771699249744415,0.00034316862002015114,0.0001161716936621815,0.5660951733589172,0.10635805875062943,0.02426336333155632,0.0035985044669359922,0.00016157588106580079,0.015598040074110031,0.01063451636582613,0.012225006707012653,0.0037391986697912216,0.00032900713267736137,0.014084870927035809,0.18850991129875183,0.0014635247644037008,0.00047669888590462506,0.001730120973661542,0.02841201424598694,0.008644843474030495,0.001994798891246319,0.009841361083090305,0.011143503710627556,0.0284438394010067,0.027869002893567085,0.03123605065047741,0.15806815028190613,0.1745743453502655,0.22592583298683167,0.17949730157852173,0.07115216553211212,,,,,,
unknown,I guess I'll just started with this interview.,71,117,8.421491,10.195,,,0.007042359095066786,0.0032280120067298412,0.028926683589816093,0.018712053075432777,0.00031770599889568985,0.0099206967279315,0.019883206114172935,0.004099386278539896,0.04107872396707535,0.09528160095214844,0.523318886756897,0.17003265023231506,0.018420273438096046,0.26322996616363525,0.02081168256700039,0.1354561746120453,0.0027460537385195494,0.0415395125746727,0.004869805183261633,0.0065597593784332275,0.001415955019183457,0.0027612168341875076,0.041424497961997986,0.0014006845885887742,0.002196689136326313,0.0032810578122735023,0.15245753526687622,0.013707714155316353,0.0007237453246489167,0.05781954526901245,0.0033134056720882654,0.018742414191365242,0.0007683178992010653,0.00022687249293085188,0.6668626666069031,0.01814163289964199,0.002785213990136981,0.0034277921076864004,0.0004552251775749028,0.007073089014738798,0.025053825229406357,0.010826416313648224,0.0018214131705462933,0.00119658256880939,0.012583431787788868,0.08235644549131393,0.0018085534684360027,0.001520209014415741,0.004914548713713884,0.01863548718392849,0.0038939742371439934,0.018566228449344635,0.005296499002724886,0.0025627424474805593,0.006770757958292961,0.00830819271504879,0.013969989493489265,0.3998650014400482,0.16352726519107819,0.13835428655147552,0.09960118681192398,0.050967738032341,,,,,,
unknown,My first question is what is the purpose of a proxy server?,118,177,10.755,13.555,,,0.007251964416354895,0.0036586381029337645,0.016010908409953117,0.01741267926990986,0.0006344405119307339,0.015642091631889343,0.010237887501716614,0.003347820835188031,0.03845570981502533,0.07735675573348999,0.44561466574668884,0.13938288390636444,0.037236109375953674,0.2153724581003189,0.023204894736409187,0.10749314725399017,0.0033408773597329855,0.039649322628974915,0.004574424587190151,0.0072162155993282795,0.0013967894483357668,0.0021423399448394775,0.04237218573689461,0.0008849866571836174,0.0018508016364648938,0.003924012184143066,0.15389961004257202,0.008713914081454277,0.0007382664480246603,0.044618748128414154,0.0015365146100521088,0.021380700170993805,0.0009522652253508568,0.0001382899354211986,0.7963641881942749,0.017107432708144188,0.0036303570959717035,0.0024826941080391407,0.00039532367372885346,0.008659426122903824,0.014890607446432114,0.00511513277888298,0.0011939366813749075,0.0009065934573300183,0.01416373997926712,0.0677376314997673,0.0010508227860555053,0.001181481289677322,0.00622012373059988,0.020185669884085655,0.005822452250868082,0.010538275353610516,0.004239838570356369,0.002949729561805725,0.008047468028962612,0.009933914057910442,0.019045526161789894,0.5433376431465149,0.15636467933654785,0.09359906613826752,0.05777255818247795,0.025689706206321716,,,,,,
unknown,"I remember learning about this and my, like, intro computer systems class, which is fifteen to thirteen.",178,282,16.449726,23.000713,0.9192038,,0.007788624614477158,0.0014590432401746511,0.018190855160355568,0.01204204373061657,0.0023575376253575087,0.03361580893397331,0.018671801313757896,0.004867367446422577,0.021532943472266197,0.056288767606019974,0.11469893902540207,0.5659064650535583,0.1138339638710022,0.30202487111091614,0.017177755013108253,0.017913298681378365,0.0034185072872787714,0.07431824505329132,0.011773873120546341,0.01580863632261753,0.003881779033690691,0.010004188865423203,0.042349327355623245,0.0003976105945184827,0.005633124150335789,0.0035181487910449505,0.08962779492139816,0.010616949759423733,0.000600002589635551,0.025578074157238007,0.005408158525824547,0.0041760667227208614,0.002010638825595379,0.0015281635569408536,0.7624732255935669,0.0024609596002846956,0.00034499913454055786,0.055034417659044266,0.0011199458967894316,0.011751572601497173,0.048091962933540344,0.002133650006726384,0.00012380696716718376,0.0018741966923698783,0.002811337821185589,0.03204280510544777,0.00028353961533866823,0.0032282329630106688,0.016714608296751976,0.018895622342824936,0.0028076886665076017,0.006228857673704624,0.008511802181601524,0.004951497074216604,0.010484776459634304,0.01000253390520811,0.021760454401373863,0.9206336736679077,0.015077809803187847,0.006202855613082647,0.005078410729765892,0.004771221894770861,,,,,,
unknown,"We had, like, a lab on it, called Proxy lab, and we...",283,337,24.21188,29.149128,,,0.023946551606059074,0.005357682704925537,0.028833122923970222,0.05011031776666641,0.0007988229626789689,0.015263235196471214,0.0062070018611848354,0.03419778496026993,0.03786653280258179,0.013375254347920418,0.030853381380438805,0.14824895560741425,0.2177032083272934,0.24975979328155518,0.009951421990990639,0.01228043157607317,0.001285769627429545,0.017614122480154037,0.010274205356836319,0.009132158011198044,0.002384677529335022,0.0045452783815562725,0.060369811952114105,0.0015317343641072512,0.022370636463165283,0.0016719697741791606,0.07330601662397385,0.03074561432003975,0.0015832091448828578,0.03549306094646454,0.0029392188880592585,0.003931016661226749,0.0019441185286268592,0.0017026879359036684,0.22825798392295837,0.010438267141580582,0.0009669496794231236,0.41481027007102966,0.0008901315741240978,0.03786013275384903,0.20165444910526276,0.002539309673011303,0.0005708371754735708,0.0018514347029849887,0.008074427954852581,0.02787012979388237,0.0005902710254304111,0.007499465718865395,0.04602225497364998,0.14841432869434357,0.0011161224683746696,0.004079257603734732,0.026698527857661247,0.001976719358935952,0.00402351189404726,0.004427509848028421,0.011890750378370285,0.9022437930107117,0.03578516095876694,0.01460717711597681,0.012236553244292736,0.013056853786110878,,,,,,
